,tag,text_message
3216,0,i like cheap  but i€˜m happy to splash out on the wine if it makes you feel better  
3217,0,hey leave it  not a big deal    take care 
3218,0,also that chat was awesome but don t make it regular unless you can see her in person
3219,0,xy trying smth now  u eat already  we havent   
3220,0,i am thinking of going down to reg for pract lessons   flung my advance   haha wat time u going 
3221,0,haha awesome  i might need to take you up on that  what you doin tonight 
3222,0,sir  waiting for your letter 
3223,0,was actually about to send you a reminder today  have a wonderful weekend
3224,0,que pases un buen tiempo or something like that
3225,0,i m in town now so i ll jus take mrt down later 
3226,0,ok da  i already planned  i wil pick you 
3227,0,god asked  what is forgiveness  a little child gave lovely reply  it is d wonderful fruit that a tree gives when it is being hurt by a stone   good night      
3228,0,sry can t talk on phone  with parents
3229,0,i can call in     min if thats ok
3230,0,ya srsly better than yi tho
3231,1,hot live fantasies call now 08707509020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 is a national rate call
3232,0,funny fact nobody teaches volcanoes 2 erupt  tsunamis 2 arise  hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens
3233,0,now  whats your house   again   and do you have any beer there  
3234,0,he remains a bro amongst bros
3235,0,no rushing  i m not working  i m in school so if we rush we go hungry 
3236,0,u still got lessons   u in sch 
3237,0,wot u up 2 j 
3238,0,just arrived  see you in a couple days 3
3239,0,no plm i will come da  on the way 
3240,0,i like dis sweater fr mango but no more my size already so irritating 
3241,1,win a £1000 cash prize or a prize worth £5000
3242,1,500 free text msgs  just text ok to 80488 and we ll credit your account
3243,0,me too watching surya movie only     after 6 pm vijay movie pokkiri
3244,0,mm so you asked me not to call radio
3245,0,  was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
3246,0,hm good morning  headache anyone     
3247,0,new theory  argument wins d situation  but loses the person  so dont argue with ur friends just         kick them   say  i m always correct  
3248,0,aight  i ll get it later
3249,0,hi di is yijue we re meeting at 7 pm at esaplanade tonight 
3250,0,dude just saw a parked car with its sunroof popped up  sux
3251,0,the length is e same but e top shorter n i got a fringe now  i thk i m not going liao  too lazy  dun wan 2 distract u also 
3252,0,ok i vl  do u know i got adsense approved  
3253,1,don t b floppy    b snappy   happy  only gay chat service with photo upload call 08718730666  10p min   2 stop our texts call 08712460324
3254,0,k k how is your business now 
3255,0,haven t heard anything and he s not answering my texts so i m guessing he flaked  that said the jb is fantastic
3256,0,thanx 4 e brownie it s v nice   
3257,0,ard 530 like dat lor  we juz meet in mrt station then u dun haf to come out 
3258,0,oh k    i will come tomorrow
3259,0,lmao where s your fish memory when i need it 
3260,0,probably not  still going over some stuff here
3261,0,no chikku nt yet   ya i m free
3262,0,thank you so much  when we skyped wit kz and sura  we didnt get the pleasure of your company  hope you are good  we ve given you ultimatum oh  we are countin down to aburo  enjoy  this is the message i sent days ago
3263,0,hey sathya till now we dint meet not even a single time then how can i saw the situation sathya 
3264,0,morning only i can ok 
3265,1,call 09095350301 and send our girls into erotic ecstacy  just 60p min  to stop texts call 08712460324  nat rate 
3266,0,k  i will sent it again
3267,0,i m in a movie  call me 4 wat 
3268,0,sorry  i ll call later
3269,0,at 4  let s go to bill millers
3270,0,what do u want when i come back  a beautiful necklace as a token of my heart for you thats what i will give but only to my wife of my liking be that and see  no one can give you that dont call me i will wait till i come 
3271,0,we confirm eating at esplanade 
3272,0,today my system sh get ready all is well and i am also in the deep well
3273,1,free msg  get gnarls barkleys crazy ringtone totally free just reply go to this message right now 
3274,1,urgent  your mobile no  was awarded £2000 bonus caller prize on 5 9 03 this is our final try to contact u  call from landline 09064019788 box42wr29c  150ppm
3275,0,hey what are you doing  y no reply pa  
3276,0,horrible u eat macs eat until u forgot abt me already rite    u take so long 2 reply  i thk it s more toot than b4 so b prepared  now wat shall i eat 
3277,1,urgent  call 09061749602 from landline  your complimentary 4  tenerife holiday or £10 000 cash await collection sae t cs box 528 hp20 1yf 150ppm 18 
3278,0,sorry  i ll call later
3279,0,although i told u dat i m into baig face watches now but i really like e watch u gave cos it s fr u  thanx 4 everything dat u ve done today  i m touched   
3280,0,i wake up long ago already    dunno  what other thing 
3281,0,thats cool  sometimes slow and gentle  sonetimes rough and hard   
3282,0,probably  want to pick up more 
3283,1,hello  we need some posh birds and chaps to user trial prods for champneys  can i put you down  i need your address and dob asap  ta r
3284,0,what about this one then 
3285,0,helloooo    wake up    sweet morning welcomes you enjoy this day with full of joy   gud mrng 
3286,0,can you let me know details of fri when u find out cos i m not in tom or fri  mentionned chinese  thanks
3287,0,can a not 
3288,0,omg if its not one thing its another  my cat has worms    when does this bad day end 
3289,0,well i will watch shrek in 3d  b 
3290,0,well done and   luv ya all 
3291,0,i bought the test yesterday  its something that lets you know the exact day u ovulate when will get 2u in about 2 to 3wks  but pls pls dont fret  i know u r worried  pls relax  also is there anything in ur past history u need to tell me 
3292,0,o ic lol  should play 9 doors sometime yo
3293,0,lol your always so convincing 
3294,0,we r outside already 
3295,0,v aluable  a ffectionate  l oveable  e ternal  n oble  t ruthful  i ntimate  n atural  e namous  happy valentines day in advance
3296,0,ah you see  you have to be in the lingo  i will let you know wot on earth it is when has finished making it 
3297,0,tonight  yeah  i d be down for that
3298,0,have you had a good day  mine was really busy are you up to much tomorrow night 
3299,0,hi  i m always online on yahoo and would like to chat with you someday
3300,0,i want to tel u one thing u should not mistake me k this is the message that you sent  
3301,0,yes  i m small kid   and boost is the secret of my energy  
3302,0,oh k  after that placement there ah 
3303,0,get the door  i m here
3304,0,the 2 oz guy is being kinda flaky but one friend is interested in picking up      worth tonight if possible
3305,0,also andros ice etc etc
3306,1,you have 1 new voicemail  please call 08719181503
3307,0,ay wana meet on sat u wkg on sat 
3308,0,some are lasting as much as 2 hours  you might get lucky 
3309,1,reminder  you have not downloaded the content you have already paid for  goto http   doit  mymoby  tv  to collect your content 
3310,0,so u wan 2 come for our dinner tonight a not 
3311,0,dear  will call tmorrow pls accomodate 
3312,0,almost there  see u in a sec
3313,0,good friends care for each other   close friends understand each other    and true friends stay forever beyond words  beyond time  gud ni8
3314,0,r u here yet  i m wearing blue shirt n black pants 
3315,0,dude while were makin those weirdy brownies my sister made awesome cookies  i took pics 
3316,0,go until jurong point  crazy   available only in bugis n great world la e buffet    cine there got amore wat   
3317,0,i want kfc its tuesday  only buy 2 meals only 2  no gravy  only 2 mark  2 
3318,0,good afternoon starshine  how s my boytoy  does he crave me yet  ache to see me    sips cappuccino  i miss you babe  teasing kiss 
3319,0,it s ã© only  140 ard   ã‰ rest all ard  180 at least   which is ã© price 4 ã© 2 bedrm   900 
3320,0,i need an 8th but i m off campus atm  could i pick up in an hour or two 
3321,0,oh right  ok  i ll make sure that i do loads of work during the day   got a really nasty cough today and is dry n shot so that should really help it 
3322,0,gud mrng dear hav a nice day
3323,0,meet you in corporation st outside gap     you can see how my mind is working 
3324,0,no you ll just get a headache trying to figure it out  u can trust me to do the math  i promise  o   
3325,0,dear we are going to our rubber place
3326,0,yes  here tv is always available in work place  
3327,0,what is important is that you prevent dehydration by giving her enough fluids
3328,0,then wat r u doing now  busy wif work 
3329,0,audrie lousy autocorrect
3330,0,super msg da  nalla timing 
3331,0,hmm yeah if your not too grooved out  and im looking forward to my pound special   
3332,0,he telling not to tell any one  if so treat for me hi hi hi
3333,0,where are you   what do you do   how can you stand to be away from me   doesn t your heart ache without me   don t you wonder of me   don t you crave me  
3334,0,tell me again what your address is
3335,0,this weekend is fine  an excuse not to do too much decorating 
3336,0,dunno lei he neva say   
3337,0,sorry  i ll call later
3338,0,oh    icic    k lor  den meet other day   
3339,0,wishing you and your family merry x mas and happy new year in advance  
3340,0,this is my number by vivek  
3341,0,babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx
3342,0,but i m surprised she still can guess right lor   
3343,1,can u get 2 phone now  i wanna chat 2 set up meet call me now on 09096102316 u can cum here 2moro luv jane xx calls£1 minmoremobsemspobox45po139wa
3344,0,going thru a very different feeling wavering decisions and coping up with the same is the same individual time will heal everything i believe 
3345,0,he says hi and to get back to south tampa  preferably at a kegger 
3346,0,oh my god  i m almost home
3347,0,this single single answers are we fighting  plus i said am broke and you didnt reply
3348,0,aiyah sorry lor    i watch tv watch until i forgot 2 check my phone 
3349,0,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem   
3350,0,i m going 4 lunch now wif my family then aft dat i go str 2 orchard lor 
3351,1,free nokia or motorola with upto 12mths 1 2price linerental  500 free x net mins 100txt mth free b tooth   call mobileupd8 on 08001950382 or call 2optout d3wv
3352,0,still chance there  if you search hard you will get it  let have a try   
3353,1,dear subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans  when was elvis presleys birthday  txt answer to 80062
3354,0,go chase after her and run her over while she s crossing the street
3355,0,if you have belive me  come to my home 
3356,0,i ll hand her my phone to chat wit u
3357,1,you have won a nokia 7250i  this is what you get when you win our free auction  to take part send nokia to 86021 now  hg suite342 2lands row w1jhl 16  
3358,0,the world is running and i am still maybe all are feeling the same so be it or i have to admit i am mad then where is the correction or let me call this is life and keep running with the world may be u r also running lets run 
3359,0,y cant u try new invention to fly  i m not joking  
3360,0,ey  calm downon theacusations   itxt u cos iwana know wotu r doin at thew end    haventcn u in ages  ring me if ur up4 nething sat love j xxx 
3361,0,i told her i had a dr appt next week  she thinks i m gonna die  i told her its just a check  nothing to be worried about  but she didn t listen 
3362,0,man this bus is so so so slow  i think you re gonna get there before me
3363,0,prakesh is there know 
3364,0,no  yes please  been swimming 
3365,0,let me know when you ve got the money so carlos can make the call
3366,0,sorry my roommates took forever  it ok if i come by now 
3367,0,no did you check  i got his detailed message now
3368,0,yar but they say got some error 
3369,0,oh  yes  i ve just been a little under the weather so i ve kind of been coccooning at home
3370,0,say this slowly   god i love you   i need you clean my heart with your blood send this to ten special people   u c miracle tomorrow  do it pls pls do it   
3371,0,are you happy baby   are you alright   did you take that job   i hope your fine  i send you a kiss to make you smile from across the sea      kiss   kiss 
3372,0,thats cool  i am a gentleman and will treat you with dignity and respect 
3373,0,apps class varaya elaya 
3374,1,do you want a new nokia 3510i colour phone deliveredtomorrow  with 300 free minutes to any mobile   100 free texts   free camcorder reply or call 08000930705 
3375,1,this weeks savamob member offers are now accessible  just call 08709501522 for details  savamob  pobox 139  la3 2wu  only £1 50 week  savamob   offers mobile 
3376,0,tell her i said no thanks 
3377,0,haha    sounds crazy  dunno can tahan anot   
3378,0,hi harish s rent has been transfred to ur acnt 
3379,0,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored  and james has been farting at me all night
3380,0,i realise you are a busy guy and i m trying not to be a bother  i have to get some exams outta the way and then try the cars  do have a gr8 day
3381,0,nope but i ll b going 2 sch on fri quite early lor cos mys sis got paper in da morn    
3382,1,you have won  1 000 cash or a  2 000 prize  to claim  call09050000327
3383,0,hope you are feeling great  pls fill me in  abiola
3384,0,you are right though  i can t give you the space you want and need  this is really starting to become an issue  i was going to suggest setting a definite move out  if i m still there   after greece  but maybe you are ready and should do it now 
3385,0,not much  just some textin   how bout you 
3386,0,which channel            
3387,0,rose for red red for blood blood for heart heart for u  but u for me     send tis to all ur friends   including me   if u like me   if u get back  1 u r poor in relation  2 u need some 1 to support 3 u r frnd 2 many 4 some1 luvs u 5   some1 is praying god to marry u     try it    
3388,0,no  jst change tat only  
3389,0,anything lar then u not going home 4 dinner 
3390,0,why must we sit around and wait for summer days to celebrate  such a magical sight when the worlds dressed in white  oooooh let there be snow 
3391,0,wat s my dear doing  sleeping ah 
3392,0,sorry  i guess whenever i can get a hold of my connections  maybe an hour or two  i ll text you
3393,0,oh gei  that happend to me in tron  maybe ill dl it in 3d when its out
3394,0,is there a reason we ve not spoken this year  anyways have a great week and all the best in your exam
3395,1,ur hmv quiz cash balance is currently £500   to maximize ur cash in now send hmv1 to 86688 only 150p msg
3396,0,aiyah u did ok already lar  e nydc at wheellock 
3397,1,our dating service has been asked 2 contact u by someone shy  call 09058091870 now all will be revealed  pobox84  m26 3uz 150p
3398,0,im sorry bout last nite it wasn’t ur fault it was me  spouse it was pmt or sumthin  u 4give me  i think u shldxxxx
3399,0,also remember the beads don t come off  ever 
3400,1,back 2 work 2morro half term over  can u c me 2nite 4 some sexy passion b4 i have 2 go back  chat now 09099726481 luv dena calls £1 minmobsmorelkpobox177hp51fl
3401,0,i dont thnk its a wrong calling between us
3402,0,just making dinner  you  
3403,1,you have 1 new voicemail  please call 08719181513 
3404,0,my computer just fried the only essential part we don t keep spares of because my idiot roommates looovvve leaving the thing running on full
3405,0,missing you too pray inshah allah
3406,0,cos darren say u considering mah so i ask u   
3407,0,i wont do anything de 
3408,0,i m in a movie    collect car oredi   
3409,0,what s happening with you  have you gotten a job and have you begun registration for permanent residency
3410,0,u gd lor go shopping i got stuff to do  u wan 2 watch infernal affairs a not  come lar   
3411,1,england v macedonia   dont miss the goals team news  txt ur national team to 87077 eg england to 87077 try wales  scotland 4txt ãº1 20 poboxox36504w45wq 16 
3412,0,sorry to be a pain  is it ok if we meet another night  i spent late afternoon in casualty and that means i haven t done any of y stuff42moro and that includes all my time sheets and that  sorry  
3413,0,k   do it at evening da  urgent  
3414,0,did i forget to tell you   i want you   i need you  i crave you     but most of all     i love you my sweet arabian steed     mmmmmm     yummy
3415,1,please call amanda with regard to renewing or upgrading your current t mobile handset free of charge  offer ends today  tel 0845 021 3680 subject to t s and c s
3416,0,is ur paper today in e morn or aft 
3417,0,sounds like a plan  cardiff is still here and still cold  i m sitting on the radiator 
3418,0,  will be september by then 
3419,0,boo what time u get out  u were supposed to take me shopping today    
3420,0,my slave  i want you to take 2 or 3 pictures of yourself today in bright light on your cell phone  bright light 
3421,0,enjoy ur life    good night
3422,0,din i tell u jus now 420
3423,1,someone has conacted our dating service and entered your phone because they fancy you to find out who it is call from landline 09111030116  pobox12n146tf15
3424,0,you also didnt get na hi hi hi hi hi
3425,0,wherre s my boytoy      
3426,0,er  hello  things didn€˜t quite go to plan €“ is limping slowly home followed by aa and with exhaust hanging off
3427,0,i can ask around but there s not a lot in terms of mids up here
3428,1,u have a secret admirer  reveal who thinks u r so special  call 09065174042  to opt out reply reveal stop  1 50 per msg recd  cust care 07821230901
3429,0,i think asking for a gym is the excuse for lazy people  i jog 
3430,0,so check your errors and if you had difficulties  do correction 
3431,0,yeah  we can probably swing by once my roommate finishes up with his girl
3432,0,i don t quite know what to do  i still can t get hold of anyone  i cud pick you up bout 7 30pm and we can see if they re in the pub 
3433,0,so u pay first lar    then when is da stock comin   
3434,0,do you know where my lab goggles went
3435,0,be happy there  i will come after noon
3436,0,sen told that he is going to join his uncle finance in cbe
3437,1,santa calling  would your little ones like a call from santa xmas eve  call 09077818151 to book you time  calls1 50ppm last 3mins 30s t c www santacalling com
3438,0,yo you guys ever figure out how much we need for alcohol  jay and i are trying to figure out how much we can safely spend on weed
3439,0,watching tv lor   
3440,0,i am in escape theatre now    going to watch kavalan in a few minutes
3441,0,what you thinked about me  first time you saw me in class 
3442,1,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
3443,0,im realy soz imat my mums 2nite what about 2moro 
3444,0,package all your programs well
3445,0,mine here like all fr china then so noisy 
3446,0,we are pleased to inform that your application for airtel broadband is processed successfully  your installation will happen within 3 days 
3447,0,no  thank you  you ve been wonderful
3448,0,a pure hearted person can have a wonderful smile that makes even his her enemies to feel guilty for being an enemy   so catch the world with your smile     goodmorning   have a smiley sunday    
3449,0,hi  cts employee how are you 
3450,0,why tired what special there you had
3451,0,was actually sleeping and still might when u call back  so a text is gr8  you rock sis  will send u a text wen i wake 
3452,0,huh so slow i tot u reach long ago liao    u 2 more days only i 4 more leh   
3453,0,quite lor  but dun tell him wait he get complacent   
3454,0,i wont get concentration dear you know you are my mind and everything    
3455,0,what time do u get out 
3456,0,i notice you like looking in the mirror youre turning into a right freak
3457,0,so what u doing today 
3458,1,free msg  sorry  a service you ordered from 81303 could not be delivered as you do not have sufficient credit  please top up to receive the service 
3459,1,send a logo 2 ur lover   2 names joined by a heart  txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo  pobox36504w45wq txtno 4 no ads 150p
3460,0,thanks for yesterday sir  you have been wonderful  hope you enjoyed the burial  mojibiola
3461,1,orange brings you ringtones from all time chart heroes  with a free hit each week  go to ringtones   pics on wap  to stop receiving these tips reply stop 
3462,0,sorry  left phone upstairs  ok  might be hectic but would be all my birds with one fell swoop  it s a date 
3463,0,as usual u can call me ard 10 smth 
3464,1,our brand new mobile music service is now live  the free music player will arrive shortly  just install on your phone to browse content from the top artists 
3465,0,hows the pain dear y r u smiling 
3466,0,lovely smell on this bus and it ain t tobacco    
3467,0,are you going to wipro interview today 
3468,0,going for dinner msg you after 
3469,0,hi  wk been ok   on hols now  yes on for a bit of a run  forgot that i have hairdressers appointment at four so need to get home n shower beforehand  does that cause prob for u 
3470,0,hey now am free you can call me 
3471,0,lol boo i was hoping for a laugh
3472,0,see  i knew giving you a break a few times woul lead to you always wanting to miss curfew  i was gonna gibe you  til one  but a midnight movie is not gonna get out til after 2  you need to come home  you need to getsleep and  if anything  you need to b studdying ear training 
3473,0,shall i bring us a bottle of wine to keep us amused  only joking  i€˜ll bring one anyway
3474,0,hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch  thanx but u wait til nxt time il ave ya 
3475,0,nah can t help you there  i ve never had an iphone
3476,0,i am waiting machan  call me once you free 
3477,0,received  understood n acted upon 
3478,0,don know  wait i will check it 
3479,0,what are your new years plans 
3480,0,no it was cancelled yeah baby  well that sounds important so i understand my darlin give me a ring later on this fone love kate x
3481,0,just sleeping  and surfing
3482,0,yes just finished watching days of our lives  i love it 
3483,0,thanx 4 2day  u r a goodmate i think ur rite sary  asusual 1 u cheered me up  love u franyxxxxx
3484,0,no we put party 7 days a week and study lightly  i think we need to draw in some custom checkboxes so they know we re hardcore
3485,0,it does it on its own  most of the time it fixes my spelling  but sometimes it gets a completely diff word  go figure
3486,0,yup    i havent been there before    you want to go for the yoga  i can call up to book 
3487,0,helloooo    wake up    sweet morning welcomes you enjoy this day with full of joy   gud mrng 
3488,0,here got lots of hair dresser fr china 
3489,0,i am great  how are you 
3490,0,doesn t g have class early tomorrow and thus shouldn t be trying to smoke at   
3491,0,that s y u haf 2 keep me busy   
3492,0,whens your radio show 
3493,0,what   u wearing 
3494,0,yup having my lunch buffet now   u eat already 
3495,0,yar lor wait 4 my mum 2 finish sch then have lunch lor    i whole morning stay at home clean my room now my room quite clean    hee   
3496,0,i can take you at like noon
3497,1,refused a loan  secured or unsecured  can t get credit  call free now 0800 195 6669 or text back  help    we will 
3498,1,had your contract mobile 11 mnths  latest motorola  nokia etc  all free  double mins   text on orange tariffs  text yes for callback  no to remove from records
3499,0,so when do you wanna gym harri
3500,0,do u all wan 2 meet up n combine all the parts  how s da rest of da project going 
3501,0,    oh well  c u later
3502,0,pls confirm the time to collect the cheque 
3503,0,dnt worry   use ice pieces in a cloth pack also take 2 tablets 
3504,0,love it  the girls at the office may wonder why you are smiling but sore   
3505,0,i sent them  do you like 
3506,0,spoke with uncle john today  he strongly feels that you need to sacrifice to keep me here  he s going to call you  when he does  i beg you to just listen  dont make any promises or make it clear things are not easy  and i need you to please let us work things out  as long as i keep expecting help  my creativity will be stifled so pls just keep him happy  no promises on your part 
3507,0,i tagged my friends that you seemed to count as your friends 
3508,1,you are chosen to receive a £350 award  pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer 
3509,0,u call me alter at 11 ok 
3510,0,po de                 no need job aha 
3511,0,yeah but which is worse for i
3512,0,whats that coming over the hill      is it a monster  hope you have a great day  things r going fine here  busy though  
3513,0,s i think he is waste for rr  
3514,0,single line with a big meaning      miss anything 4 ur best life but  don t miss ur best life for anything    gud nyt   
3515,0,i am in a marriage function
3516,0,1  go to write msg 2  put on dictionary mode 3 cover the screen with hand  4 press      5 gently remove ur hand   its interesting    
3517,0,haha    hope u can hear the receipt sound    gd luck 
3518,0,give one miss from that number please
3519,0,yup
3520,0,didn t you get hep b immunisation in nigeria 
3521,0,sad story of a man   last week was my b day  my wife did nt wish me  my parents forgot n so did my kids   i went to work  even my colleagues did not wish  as i entered my cabin my pa said     happy b day boss       i felt special  she askd me 4 lunch  after lunch she invited me to her apartment  we went there  she said    do u mind if i go into the bedroom for a minute        ok    i sed in a sexy mood  she came out 5 minuts latr wid a cake   n my wife  my parents  my kidz  my friends n my colleagues  all screaming   surprise    and i was waiting on the sofa               naked    
3522,0,i  career tel  have added u as a contact on indyarocks com to send free sms  to remove from phonebook   sms no to   
3523,0,no problem baby  is this is a good time to talk  i called and left a message 
3524,1,you have won  as a valued vodafone customer our computer has picked you to win a £150 prize  to collect is easy  just call 09061743386
3525,0,me too  mark is taking forever to pick up my prescription and the pain is coming back 
3526,1,you are a winner you have been specially selected to receive £1000 cash or a £2000 award  speak to a live operator to claim call 087147123779am 7pm  cost 10p
3527,0,aight well keep me informed
3528,0,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it                 gud nyt
3529,0,nothing just getting msgs by dis name wit different no s  
3530,1,wow  the boys r back  take that 2007 uk tour  win vip tickets   pre book with vip club  txt club to 81303  trackmarque ltd info vipclub4u 
3531,0,yup i thk cine is better cos no need 2 go down 2 plaza mah 
3532,0,is ur paper in e morn or aft tmr 
3533,1,free ringtone  reply real or poly eg real1 1  pushbutton 2  dontcha 3  babygoodbye 4  golddigger 5  webeburnin 1st tone free and 6 more when u join for £3 wk
3534,0,you busy or can i come by at some point and figure out what we re doing tomorrow
3535,0,don t forget though that i love you      and i walk beside you  watching over you and keeping your heart warm 
3536,0,wat r u doing now 
3537,0,o we cant see if we can join denis and mina  or does denis want alone time
3538,0,it€˜s reassuring  in this crazy world 
3539,1,valentines day special  win over £1000 in our quiz and take your partner on the trip of a lifetime  send go to 83600 now  150p msg rcvd  custcare 08718720201 
3540,0,lol you won t feel bad when i use her money to take you out to a steak dinner  d
3541,0,you can never do nothing
3542,0,hi juan  im coming home on fri hey  of course i expect a welcome party and lots of presents  ill phone u when i get back  loads of love nicky x x x x x x x x x
3543,0,u haven’t lost me ill always b here 4u i didn’t intend 2 hurt u but i never knew how u felt about me when iwas marine that’s what itried2tell urmom i careabout u
3544,1,free ring tone just text polys to 87131  then every week get a new tone  0870737910216yrs only £1 50 wk 
3545,0,hey elaine  is today s meeting still on 
3546,0,oh  the grand is having a bit of a party but it doesn t mention any cover charge so it s probably first come first served
3547,0,ambrith  madurai  met u in arun dha marrge  remembr 
3548,0,once free call me sir 
3549,0,yeah i don t see why not
3550,0,then she buying today  u no need to c meh   
3551,0,early bird  any purchases yet 
3552,0,alex knows a guy who sells mids but he s down in south tampa and i don t think i could set it up before like 8
3553,0,i’m cool ta luv but v tired 2 cause i have been doin loads of planning all wk  we have got our social services inspection at the nursery  take care   spk sn x 
3554,0,it only does simple arithmetic not percentages 
3555,0,my phone
3556,0, gonna let me know cos comes bak from holiday that day   is coming  don t4get2text me  number  
3557,0,how many licks does it take to get to the center of a tootsie pop 
3558,0,okie   
3559,1,44 7732584351  do you want a new nokia 3510i colour phone deliveredtomorrow  with 300 free minutes to any mobile   100 free texts   free camcorder reply or call 08000930705 
3560,0,how are you with money   as in to you   money aint a thing    how are you sha 
3561,0,die    i accidentally deleted e msg i suppose 2 put in e sim archive  haiz    i so sad   
3562,0,tell them the drug dealer s getting impatient
3563,0,i think the other two still need to get cash but we can def be ready by 9
3564,0,don t look back at the building because you have no coat and i don t want you to get more sick  just hurry home and wear a coat to the gym   
3565,0,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem   
3566,0,alright babe  justthought i’d sayhey  how u doin nearly the endof me wk offdam nevamind we will have 2hook up sn if uwant m8  lovejen x 
3567,0,i m job profile seems like bpo  
3568,0,i am in tirupur da  once you started from office call me 
3569,1,u r a winner u ave been specially selected 2 receive £1000 cash or a 4  holiday  flights inc  speak to a live operator 2 claim 0871277810710p min  18  
3570,0,when you are big    god will bring success 
3571,0,hows the champ just leaving glasgow 
3572,0,got smaller capacity one  quite ex   
3573,0,no worries  hope photo shoot went well  have a spiffing fun at workage  
3574,0,k k  apo k good movie 
3575,0,i wasn t well babe  i have swollen glands at my throat     what did you end up doing  
3576,0,leave it de     start prepare for next     
3577,1,this is the 2nd time we have tried to contact u  u have won the £400 prize  2 claim is easy  just call 087104711148 now  only 10p per minute  bt national rate
3578,0,i got a call from a landline number      i am asked to come to anna nagar       i will go in the afternoon
3579,0,so is th gower mate which is where i am    how r u man  all is good in wales ill b back ‘morrow  c u this wk  who was the msg 4  – random 
3580,0,yes but can we meet in town cos will go to gep and then home  you could text at bus stop  and don t worry we ll have finished by march     ish 
3581,0,roger that  we€˜re probably going to rem in about 20
3582,0,yun buying    but school got offer 2000 plus only   
3583,0,hmmm   k   but i want to change the field quickly da   i wanna get system administrator or network administrator  
3584,0,hey   is   rite u put »10 evey mnth is that all 
3585,0,we are hoping to get away by 7  from langport  you still up for town tonight 
3586,0,she was supposed to be but couldn t make it  she s still in town though
3587,0,i can t make it tonight
3588,0,k so am i  how much for an 8th  fifty 
3589,0,k  wat s tht incident 
3590,0,s now only i took tablets   reaction morning only 
3591,0,i m now but have to wait till 2 for the bus to pick me 
3592,0,his bday real is in april  
3593,0,k  i will sent it again
3594,0,he says he ll give me a call when his friend s got the money but that he s definitely buying before the end of the week
3595,0,then u ask dad to pick u up lar    u wan 2 stay until 6 meh   
3596,0,yup    how u noe leh   
3597,0,wot u up 2 u weirdo 
3598,0,and whenever you and i see we can still hook up too 
3599,0,how do you guys go to see movies on your side 
3600,0,i dont know what to do to come out of this so only am ask questions like this dont mistake me 
3601,0,shopping  eh ger i toking abt syd leh   haha
3602,0,the guy  kadeem  hasn t been selling since the break  i know one other guy but he s paranoid and doesn t like selling without me there and i can t be up there til late tonight
3603,0,even i cant close my eyes you are in me our vava playing umma   d
3604,0,our ride equally uneventful   not too many of those pesky cyclists around at that time of night    
3605,0,i went to ur hon lab but no one is there 
3606,0,i will come tomorrow di
3607,1,you have won a guaranteed £1000 cash or a £2000 prize  to claim yr prize call our customer service representative on 08714712412 between 10am 7pm cost 10p
3608,0,where is it  is there any opening for mca 
3609,0,night sweet  sleep well  i ve just been to see the exorcism of emily rose and may never sleep again  hugs and snogs  
3610,0,i want to be inside you every night   
3611,0,msgs r not time pass they silently say that i am thinking of u right now and also making u think of me at least 4 a moment  gd nt swt drms  shesil
3612,0,actually getting ready to leave the house 
3613,1,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094594
3614,0,no probs hon  how u doinat the mo 
3615,0,nice nice how is it working 
3616,0,thk some of em find wtc too far    weiyi not goin    e rest i dunno yet    r ur goin 4 dinner den i might b able to join   
3617,0,thursday night  yeah  sure thing  we ll work it out then
3618,0,unless it s a situation where you go gurl would be more appropriate
3619,0,goodmorning  today i am late for 2hrs  because of back pain 
3620,0,its a part of checking iq
3621,0,thank you meet you monday
3622,0,did u receive my msg 
3623,0,we have pizza if u want
3624,0,or u go buy wif him then i meet u later can 
3625,0,annoying isn t it 
3626,0,should i be stalking u 
3627,0,no da  today also i forgot  
3628,0,coffee cake  i guess   
3629,0,hiya hows it going in sunny africa  hope u r avin a good time  give that big old silver back a big kiss from me 
3630,0,so gd got free ice cream    i oso wan   
3631,0,as per your request  maangalyam  alaipayuthe   has been set as your callertune for all callers  press  9 to copy your friends callertune
3632,0,faith makes things possible hope makes things work love makes things beautiful may you have all three this christmas merry christmas 
3633,0,sorry  i ll call later
3634,0,i will spoil you in bed as well   
3635,0,are you in castor  you need to see something
3636,1,you won t believe it but it s true  it s incredible txts  reply g now to learn truly amazing things that will blow your mind  from o2fwd only 18p txt
